host,ip,collector_hostname,timestamp,feature,value,anomaly_score,anomaly_flag,anomaly_type,anomaly_timestamp
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,udpInDatagrams,151479.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,udpOutDatagrams,39983.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,udpInErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,udpNoPorts,1247.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipInReceives,229609.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipInDelivers,231877.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipOutRequests,153829.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipOutDiscards,4420.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipInDiscards,1383.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipForwDatagrams,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipOutNoRoutes,19.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,ipInAddrErrors,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpInMsgs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpInDestUnreachs,742.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpOutMsgs,744.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpOutDestUnreachs,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpInEchos,0.0,-0.08274208760362534,Normal,,
localhost,127.0.0.1:161,local-producer,2025-11-06T17:54:22.114594,icmpOutEchoReps,0.0,-0.08274208760362534,Normal,,
